=== 消失隊死前鎖點（僅印曾被記錄=曾瀕死的） ===
--- team=-1000036 死前軌跡（最近 100 筆瀕死快照） ---
    tick=50799 task=idle prio=0 reason= combat_target=10 option= food_days=0.00 pop=1 famine_days=0.0 tile=(10, 27) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4768 task=idle prio=0 reason= combat_target=61 option= food_days=0.00 pop=1 famine_days=0.0 tile=(3, 27) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4769 task=idle prio=0 reason= combat_target=61 option= food_days=0.00 pop=1 famine_days=0.0 tile=(3, 27) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4770 task=idle prio=0 reason= combat_target=61 option= food_days=0.00 pop=1 famine_days=0.0 tile=(3, 27) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4771 task=idle prio=0 reason= combat_target=61 option= food_days=0.00 pop=1 famine_days=0.0 tile=(3, 27) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4772 task=idle prio=0 reason= combat_target=61 option= food_days=0.00 pop=1 famine_days=0.0 tile=(3, 27) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4773 task=idle prio=0 reason= combat_target=61 option= food_days=0.00 pop=1 famine_days=0.0 tile=(3, 27) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4774 task=idle prio=0 reason= combat_target=61 option= food_days=0.00 pop=1 famine_days=0.0 tile=(3, 27) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4775 task=idle prio=0 reason= combat_target=61 option= food_days=0.00 pop=1 famine_days=0.0 tile=(3, 27) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4776 task=idle prio=0 reason= combat_target=61 option= food_days=0.00 pop=1 famine_days=0.0 tile=(3, 27) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4777 task=idle prio=0 reason= combat_target=61 option= food_days=0.00 pop=1 famine_days=0.0 tile=(3, 27) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4778 task=idle prio=0 reason= combat_target=61 option= food_days=0.00 pop=1 famine_days=0.0 tile=(3, 27) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4779 task=idle prio=0 reason= combat_target=61 option= food_days=0.00 pop=1 famine_days=0.0 tile=(3, 27) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4780 task=idle prio=0 reason= combat_target=61 option= food_days=0.00 pop=1 famine_days=0.0 tile=(3, 27) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4781 task=idle prio=0 reason= combat_target=61 option= food_days=0.00 pop=1 famine_days=0.0 tile=(3, 27) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4782 task=idle prio=0 reason= combat_target=61 option= food_days=0.00 pop=1 famine_days=0.0 tile=(3, 27) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4783 task=idle prio=0 reason= combat_target=61 option= food_days=0.00 pop=1 famine_days=0.0 tile=(3, 27) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4784 task=idle prio=0 reason= combat_target=61 option= food_days=0.00 pop=1 famine_days=0.0 tile=(3, 27) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4785 task=idle prio=0 reason= combat_target=61 option= food_days=0.00 pop=1 famine_days=0.0 tile=(3, 27) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4786 task=idle prio=0 reason= combat_target=61 option= food_days=0.00 pop=1 famine_days=0.0 tile=(3, 27) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4787 task=idle prio=0 reason= combat_target=61 option= food_days=0.00 pop=1 famine_days=0.0 tile=(3, 27) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4788 task=idle prio=0 reason= combat_target=61 option= food_days=0.00 pop=1 famine_days=0.0 tile=(3, 27) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4789 task=idle prio=0 reason= combat_target=61 option= food_days=0.00 pop=1 famine_days=0.0 tile=(3, 27) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4790 task=idle prio=0 reason= combat_target=61 option= food_days=0.00 pop=1 famine_days=0.0 tile=(3, 27) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4791 task=idle prio=0 reason= combat_target=61 option= food_days=0.00 pop=1 famine_days=0.0 tile=(3, 27) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4792 task=idle prio=0 reason= combat_target=61 option= food_days=0.00 pop=1 famine_days=0.0 tile=(3, 27) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4793 task=idle prio=0 reason= combat_target=61 option= food_days=0.00 pop=1 famine_days=0.0 tile=(3, 27) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4794 task=idle prio=0 reason= combat_target=61 option= food_days=0.00 pop=1 famine_days=0.0 tile=(3, 27) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4795 task=idle prio=0 reason= combat_target=61 option= food_days=0.00 pop=1 famine_days=0.0 tile=(3, 27) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4796 task=idle prio=0 reason= combat_target=61 option= food_days=0.00 pop=1 famine_days=0.0 tile=(3, 27) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4797 task=idle prio=0 reason= combat_target=61 option= food_days=0.00 pop=1 famine_days=0.0 tile=(3, 27) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4798 task=idle prio=0 reason= combat_target=61 option= food_days=0.00 pop=1 famine_days=0.0 tile=(3, 27) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    ★死因分類=famine（末筆 food_days=0.00 < CRISIS_FLOOR=1.5 ＝真深餓）（死前無 stall_exclude fire）
--- team=-1000005 死前軌跡（最近 100 筆瀕死快照） ---
    tick=4699 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4700 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4701 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4702 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4703 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4704 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4705 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4706 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4707 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4708 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4709 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4710 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4711 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4712 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4713 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4714 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4715 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4716 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4717 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4718 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4719 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4720 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4721 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4722 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4723 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4724 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4725 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4726 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4727 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4728 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4729 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4730 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4731 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4732 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4733 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4734 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4735 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4736 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4737 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4738 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4739 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4740 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4741 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4742 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4743 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4744 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4745 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4746 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4747 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4748 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4749 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4750 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4751 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4752 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4753 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4754 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4755 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4756 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4757 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4758 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4759 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4760 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4761 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4762 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4763 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4764 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4765 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4766 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4767 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4768 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4769 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4770 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4771 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4772 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4773 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4774 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4775 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4776 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4777 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4778 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4779 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4780 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4781 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4782 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4783 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4784 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4785 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4786 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4787 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4788 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4789 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4790 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4791 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4792 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4793 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=4794 task=idle prio=0 reason= combat_target=42 option= food_days=0.00 pop=1 famine_days=0.0 tile=(6, 26) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
